DATE,TIME,UTC_OFFSET,ID,LAT,LON,SPEED,HEADING,GPS_ALT,BOOMSTATE,SATELLITES,PDOP,TARGETRATE,ACTUALRATE,WIDTH,OVERLAP,DIST_OFFL,AUTOBOOMS,INWORKAREA
2/3/2024,11:10:37,-08:00,TM52179:08081,57.8399,-121.9,65.3,86.1,860,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:38,-08:00,TM52179:08081,57.8399,-121.899,65.8,87.2,861,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:39,-08:00,TM52179:08081,57.8399,-121.899,66,88.2,861,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:40,-08:00,TM52179:08081,57.8399,-121.898,66.3,91,859,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:41,-08:00,TM52179:08081,57.8399,-121.897,66.1,94,857,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:41,-08:00,TM52179:08081,57.8399,-121.897,66,94.8,857,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:42,-08:00,TM52179:08081,57.8398,-121.896,65,99.9,854,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:43,-08:00,TM52179:08081,57.8398,-121.896,64.2,102.8,852,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:44,-08:00,TM52179:08081,57.8397,-121.896,62.4,107.7,850,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:45,-08:00,TM52179:08081,57.8396,-121.895,61.3,110.5,850,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:46,-08:00,TM52179:08081,57.8395,-121.895,59.5,115,848,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:47,-08:00,TM52179:08081,57.8394,-121.894,58,118.8,845,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:48,-08:00,TM52179:08081,57.8393,-121.894,56.9,122.2,842,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:49,-08:00,TM52179:08081,57.8391,-121.894,56,125.2,839,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:49,-08:00,TM52179:08081,57.8391,-121.894,56,125.6,839,0,19,1,0,0,26,3,0,0,0
2/3/2024,11:10:50,-08:00,TM52179:08081,57.8389,-121.893,55.1,127.4,834,0,20,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:51,-08:00,TM52179:08081,57.8387,-121.893,54.4,126.7,832,0,20,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:52,-08:00,TM52179:08081,57.8386,-121.892,54.1,125.1,830,0,20,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:52,-08:00,TM52179:08081,57.8386,-121.892,53.9,124.6,830,0,20,1.1,0,0,26,3,0,0,1
2/3/2024,11:10:53,-08:00,TM52179:08081,57.8384,-121.892,53.8,121.7,828,0,20,1.1,0,0,26,3,0,0,1
2/3/2024,11:10:53,-08:00,TM52179:08081,57.8384,-121.892,53.8,121.2,828,0,20,1.1,0,0,26,3,0,0,1
2/3/2024,11:10:54,-08:00,TM52179:08081,57.8383,-121.891,53.8,118.8,826,0,20,1.1,0,0,26,3,0,0,1
2/3/2024,11:10:55,-08:00,TM52179:08081,57.8383,-121.891,53.9,118.3,826,0,20,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:56,-08:00,TM52179:08081,57.8382,-121.891,54.2,116.4,823,0,20,1,0,0,26,3,0,0,0
2/3/2024,11:10:56,-08:00,TM52179:08081,57.8381,-121.891,54.6,115.4,820,0,20,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:57,-08:00,TM52179:08081,57.838,-121.89,55.2,113.9,816,0,20,1,0,0,26,3,0,0,0
2/3/2024,11:10:58,-08:00,TM52179:08081,57.8379,-121.89,55.6,113.1,812,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:10:59,-08:00,TM52179:08081,57.8378,-121.889,56,111.5,809,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:11:00,-08:00,TM52179:08081,57.8377,-121.889,56.1,110.9,809,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:11:01,-08:00,TM52179:08081,57.8377,-121.889,56.2,108.8,806,0,19,1.1,0,0,26,3,0,0,0
2/3/2024,11:11:02,-08:00,TM52179:08081,57.8376,-121.888,56,105.9,800,0,19,1.1,0,0,26,3,0,0,0
