DATE,TIME,UTC_OFFSET,ID,LAT,LON,SPEED,HEADING,GPS_ALT,BOOMSTATE,SATELLITES,PDOP,TARGETRATE,ACTUALRATE,WIDTH,OVERLAP,DIST_OFFL,AUTOBOOMS,INWORKAREA
10/31/2023,13:09:58,-07:00,TM52919:8081,57.831,-121.896,50.7,30.6,835,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:09:59,-07:00,TM52919:8081,57.8312,-121.895,50,31.2,833,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:01,-07:00,TM52919:8081,57.8315,-121.895,49.6,32,832,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:01,-07:00,TM52919:8081,57.8315,-121.895,49.6,32.2,832,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:02,-07:00,TM52919:8081,57.8317,-121.895,50,32.4,830,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:03,-07:00,TM52919:8081,57.832,-121.895,50.7,33,827,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:04,-07:00,TM52919:8081,57.8322,-121.894,50.7,34.3,824,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:05,-07:00,TM52919:8081,57.8323,-121.894,50.5,35.4,821,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:06,-07:00,TM52919:8081,57.8325,-121.894,50.3,36.5,820,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:06,-07:00,TM52919:8081,57.8326,-121.894,50.2,36.7,819,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:07,-07:00,TM52919:8081,57.8327,-121.894,50.1,37.6,819,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:07,-07:00,TM52919:8081,57.8328,-121.893,50.1,38,818,0,19,1.1,0,0,17,3,0,0,1
10/31/2023,13:10:08,-07:00,TM52919:8081,57.8329,-121.893,50,39.9,816,0,19,1.1,0,0,17,3,0,0,1
10/31/2023,13:10:09,-07:00,TM52919:8081,57.833,-121.893,50,40.3,816,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:09,-07:00,TM52919:8081,57.8331,-121.893,49.8,42.5,814,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:10,-07:00,TM52919:8081,57.8333,-121.893,49.8,46.5,812,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:11,-07:00,TM52919:8081,57.8334,-121.892,49.2,51.2,810,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:12,-07:00,TM52919:8081,57.8334,-121.892,49.3,51.8,810,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:13,-07:00,TM52919:8081,57.8336,-121.892,48.9,56.5,809,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:14,-07:00,TM52919:8081,57.8337,-121.891,48.7,61,807,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:14,-07:00,TM52919:8081,57.8337,-121.891,48.6,61.8,807,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:15,-07:00,TM52919:8081,57.8338,-121.891,48.2,65.7,806,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:16,-07:00,TM52919:8081,57.8339,-121.891,48,68.9,804,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:16,-07:00,TM52919:8081,57.8339,-121.891,47.9,69.5,804,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:17,-07:00,TM52919:8081,57.8339,-121.89,47.6,71.8,802,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:18,-07:00,TM52919:8081,57.834,-121.89,47.2,73.3,801,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:19,-07:00,TM52919:8081,57.8341,-121.889,47,74.5,799,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:19,-07:00,TM52919:8081,57.8341,-121.889,47,74.7,798,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:21,-07:00,TM52919:8081,57.8342,-121.889,47.4,74.2,796,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:22,-07:00,TM52919:8081,57.8342,-121.888,47.8,72.3,794,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:23,-07:00,TM52919:8081,57.8343,-121.888,48.5,70.4,792,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:23,-07:00,TM52919:8081,57.8343,-121.888,48.7,70.1,792,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:24,-07:00,TM52919:8081,57.8344,-121.887,49.6,69.1,789,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:25,-07:00,TM52919:8081,57.8345,-121.887,50.1,68.2,786,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:26,-07:00,TM52919:8081,57.8346,-121.887,50.5,67.6,784,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:27,-07:00,TM52919:8081,57.8347,-121.886,50.6,67.4,781,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:28,-07:00,TM52919:8081,57.8348,-121.886,50.4,67.2,779,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:29,-07:00,TM52919:8081,57.8348,-121.886,50.3,67.1,777,0,19,1.1,0,0,17,3,0,0,0
10/31/2023,13:10:30,-07:00,TM52919:8081,57.8349,-121.885,49.7,66.8,776,0,19,1.1,0,0,17,3,0,0,0
