DATE,TIME,UTC_OFFSET,ID,LAT,LON,SPEED,HEADING,GPS_ALT,BOOMSTATE,SATELLITES,PDOP,TARGETRATE,ACTUALRATE,WIDTH,OVERLAP,DIST_OFFL,AUTOBOOMS,INWORKAREA
2/6/2024,10:18:24,-08:00,TM52179:35pu1,49.4067,-115.764,58.5,167.8,1562,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:25,-08:00,TM52179:35pu1,49.4064,-115.764,59.2,167.7,1563,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:26,-08:00,TM52179:35pu1,49.4061,-115.764,59.6,167.6,1564,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:27,-08:00,TM52179:35pu1,49.4059,-115.764,59.9,167.5,1564,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:28,-08:00,TM52179:35pu1,49.4056,-115.764,60,167.6,1566,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:29,-08:00,TM52179:35pu1,49.4053,-115.763,60.1,167.9,1567,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:30,-08:00,TM52179:35pu1,49.405,-115.763,60.4,168.4,1568,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:31,-08:00,TM52179:35pu1,49.4048,-115.763,61,169.2,1569,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:32,-08:00,TM52179:35pu1,49.4045,-115.763,61.4,169.9,1569,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:33,-08:00,TM52179:35pu1,49.4042,-115.763,61.6,170.2,1570,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:34,-08:00,TM52179:35pu1,49.4039,-115.763,61.4,170.5,1571,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:35,-08:00,TM52179:35pu1,49.4038,-115.763,61.2,170.5,1572,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:36,-08:00,TM52179:35pu1,49.4035,-115.763,60.9,170.4,1574,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:37,-08:00,TM52179:35pu1,49.4032,-115.763,60.4,170.2,1576,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:38,-08:00,TM52179:35pu1,49.4029,-115.763,59.8,169.8,1578,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:39,-08:00,TM52179:35pu1,49.4027,-115.763,59.4,169.2,1580,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:40,-08:00,TM52179:35pu1,49.4023,-115.763,59.1,168.4,1582,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:41,-08:00,TM52179:35pu1,49.4021,-115.763,59.2,167.7,1584,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:41,-08:00,TM52179:35pu1,49.402,-115.763,59.3,167.6,1584,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:42,-08:00,TM52179:35pu1,49.4017,-115.762,59.5,166.5,1586,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:44,-08:00,TM52179:35pu1,49.4014,-115.762,59.8,165.4,1587,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:45,-08:00,TM52179:35pu1,49.4012,-115.762,59.7,164.4,1588,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:45,-08:00,TM52179:35pu1,49.401,-115.762,59.4,163.7,1589,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:46,-08:00,TM52179:35pu1,49.4007,-115.762,58.4,162.4,1591,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:47,-08:00,TM52179:35pu1,49.4005,-115.762,57.2,160.9,1594,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:48,-08:00,TM52179:35pu1,49.4002,-115.762,55.9,159.6,1598,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:49,-08:00,TM52179:35pu1,49.4002,-115.762,55.6,159.1,1598,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:50,-08:00,TM52179:35pu1,49.3999,-115.762,54.8,157.6,1602,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:51,-08:00,TM52179:35pu1,49.3997,-115.761,54.2,156,1605,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:52,-08:00,TM52179:35pu1,49.3995,-115.761,53.4,154.3,1608,0,18,1.1,0,0,26,3,0,0,0
2/6/2024,10:18:52,-08:00,TM52179:35pu1,49.3994,-115.761,53.2,153.9,1608,0,18,1.1,0,0,26,3,0,0,0
