DATE,TIME,UTC_OFFSET,ID,LAT,LON,SPEED,HEADING,GPS_ALT,BOOMSTATE,SATELLITES,PDOP,TARGETRATE,ACTUALRATE,WIDTH,OVERLAP,DIST_OFFL,AUTOBOOMS,INWORKAREA
10/29/2023,10:28:47,-07:00,TM52919:cbk003,49.4056,-115.765,59.5,190.3,1596,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:48,-07:00,TM52919:cbk003,49.4054,-115.765,60.1,190.4,1596,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:49,-07:00,TM52919:cbk003,49.4051,-115.765,61.4,190.1,1596,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:50,-07:00,TM52919:cbk003,49.4049,-115.765,62.5,189.2,1595,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:51,-07:00,TM52919:cbk003,49.4046,-115.765,63.4,188.1,1595,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:52,-07:00,TM52919:cbk003,49.4043,-115.765,63.8,187.1,1595,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:52,-07:00,TM52919:cbk003,49.4042,-115.765,63.8,186.9,1595,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:53,-07:00,TM52919:cbk003,49.4039,-115.765,64.1,185.9,1595,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:54,-07:00,TM52919:cbk003,49.4036,-115.765,64,185.1,1595,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:55,-07:00,TM52919:cbk003,49.4033,-115.765,64,184.5,1596,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:56,-07:00,TM52919:cbk003,49.4031,-115.765,63.6,183.9,1597,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:56,-07:00,TM52919:cbk003,49.403,-115.765,63.4,183.8,1597,0,17,1.1,0,0,16,8,0,0,1
10/29/2023,10:28:56,-07:00,TM52919:cbk003,49.403,-115.765,63.2,183.7,1597,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:56,-07:00,TM52919:cbk003,49.4029,-115.765,63,183.5,1597,0,17,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:57,-07:00,TM52919:cbk003,49.4028,-115.765,62.6,183.3,1600,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:28:57,-07:00,TM52919:cbk003,49.4027,-115.765,62.4,183.2,1600,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:28:58,-07:00,TM52919:cbk003,49.4025,-115.765,61.5,183,1603,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:28:59,-07:00,TM52919:cbk003,49.4022,-115.765,61,183.2,1606,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:00,-07:00,TM52919:cbk003,49.4018,-115.766,60.3,183.6,1608,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:01,-07:00,TM52919:cbk003,49.4016,-115.766,59.8,183.5,1610,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:02,-07:00,TM52919:cbk003,49.4013,-115.766,59,183.2,1612,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:02,-07:00,TM52919:cbk003,49.4012,-115.766,58.9,183.2,1612,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:03,-07:00,TM52919:cbk003,49.4012,-115.766,58.7,183.3,1612,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:03,-07:00,TM52919:cbk003,49.4011,-115.766,58.6,183.3,1614,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:03,-07:00,TM52919:cbk003,49.401,-115.766,58,183.5,1614,0,18,1.1,0,0,16,8,0,0,1
10/29/2023,10:29:04,-07:00,TM52919:cbk003,49.4009,-115.766,57.8,183.6,1614,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:05,-07:00,TM52919:cbk003,49.4006,-115.766,56.1,183.9,1619,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:06,-07:00,TM52919:cbk003,49.4004,-115.766,54.6,184.3,1623,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:07,-07:00,TM52919:cbk003,49.4001,-115.766,53.3,184.4,1627,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:08,-07:00,TM52919:cbk003,49.3999,-115.766,52.3,184.5,1631,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:09,-07:00,TM52919:cbk003,49.3996,-115.766,51,183.9,1635,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:10,-07:00,TM52919:cbk003,49.3994,-115.766,49.5,182.4,1640,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:11,-07:00,TM52919:cbk003,49.3992,-115.766,48,179.4,1644,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:12,-07:00,TM52919:cbk003,49.399,-115.766,46,173.3,1649,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:12,-07:00,TM52919:cbk003,49.3989,-115.766,45.4,171.3,1649,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:13,-07:00,TM52919:cbk003,49.3987,-115.766,42.3,160,1654,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:13,-07:00,TM52919:cbk003,49.3987,-115.766,41.5,154.9,1654,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:14,-07:00,TM52919:cbk003,49.3985,-115.765,39.7,141.2,1659,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:15,-07:00,TM52919:cbk003,49.3985,-115.765,39.7,138.7,1659,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:16,-07:00,TM52919:cbk003,49.3984,-115.765,39.7,125.6,1664,0,19,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:16,-07:00,TM52919:cbk003,49.3984,-115.765,39.8,122.9,1667,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:17,-07:00,TM52919:cbk003,49.3983,-115.765,40.4,108.9,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:17,-07:00,TM52919:cbk003,49.3983,-115.765,40.5,105.9,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:18,-07:00,TM52919:cbk003,49.3983,-115.764,41.5,91.4,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:18,-07:00,TM52919:cbk003,49.3983,-115.764,41.8,89,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:19,-07:00,TM52919:cbk003,49.3984,-115.764,43.8,78.1,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:20,-07:00,TM52919:cbk003,49.3984,-115.764,44.7,74.2,1668,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:21,-07:00,TM52919:cbk003,49.3985,-115.764,46.8,66.4,1666,0,19,1,0,0,16,8,0,0,0
10/29/2023,10:29:21,-07:00,TM52919:cbk003,49.3986,-115.763,48.6,62.8,1664,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:23,-07:00,TM52919:cbk003,49.3987,-115.763,50.5,58.2,1663,0,18,1.1,0,0,16,8,0,0,0
10/29/2023,10:29:24,-07:00,TM52919:cbk003,49.3988,-115.763,52,56.2,1662,0,18,1.1,0,0,16,8,0,0,0
